Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
956;21100900131;"Terra Economicus";journal;"24104531, 20736606";"Southern Federal University";No;No;0,199;Q3;14;26;107;952;59;107;0,56;36,62;53,33;0;Russian Federation;Eastern Europe;"Southern Federal University";"2018-2025";"History (Q2); Economics, Econometrics and Finance (miscellaneous) (Q3); Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
957;21101290950;"Revue de l'Organisation Responsable";journal;"19510187, 21053022";"Editions ESKA";No;No;0,198;Q3;6;40;64;1574;43;58;0,47;39,35;59,62;0;France;Western Europe;"Editions ESKA";"2021-2025";"Economics, Econometrics and Finance (miscellaneous) (Q3); Sociology and Political Science (Q3); Business, Management and Accounting (miscellaneous) (Q4); Economics and Econometrics (Q4); Finance (Q4); Management, Monitoring, Policy and Law (Q4); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Environmental Science; Social Sciences"
958;21100896853;"Small Axe";journal;"15346714, 07990537";"Duke University Press";No;No;0,198;Q3;11;45;140;1219;40;128;0,16;27,09;42,11;0;United States;Northern America;"Duke University Press";"2018-2025";"Literature and Literary Theory (Q1); Cultural Studies (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
959;5700168554;"Cultural and Social History";journal;"14780038, 14780046";"Taylor and Francis Ltd.";No;No;0,197;Q3;23;38;92;2209;40;90;0,43;58,13;57,45;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2006-2026";"Cultural Studies (Q2); History (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
960;6600153108;"International Journal of Public Policy";journal;"17400600, 17400619";"Inderscience Enterprises Ltd";No;No;0,197;Q3;18;7;36;364;38;36;0,55;52,00;57,89;0;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2005-2025";"Political Science and International Relations (Q3); Sociology and Political Science (Q3); Public Administration (Q4)";"Social Sciences"
961;21101188213;"Revista Chilena de Derecho y Ciencia Politica";journal;"07192150, 07189389";"Catholic University of Temuco Faculty of Law Economics and Administrative Sciences";Yes;Yes;0,197;Q3;4;19;61;1241;30;55;0,55;65,32;33,33;0;Chile;Latin America;"Catholic University of Temuco Faculty of Law Economics and Administrative Sciences";"2019-2026";"Law (Q3); Sociology and Political Science (Q3)";"Social Sciences"
962;21101062494;"Studies in Media and Communication";journal;"2325808X, 23258071";"Redfame Publishing Inc.";No;No;0,197;Q3;16;133;356;5785;617;353;2,03;43,50;48,36;0;United States;Northern America;"Redfame Publishing Inc.";"2019-2026";"Communication (Q3); Political Science and International Relations (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
963;21101276713;"Global Sixties: An Interdisciplinary Journal";journal;"2770890X";"Routledge";No;No;0,196;Q3;3;16;33;1011;17;30;0,11;63,19;42,86;0;United Kingdom;Western Europe;"Routledge";"2021-2025";"Cultural Studies (Q2); History (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
964;20500195077;"Historia Constitucional";journal;"15764729";"Seminario de Historia Constitucional "Martinez Marina"";Yes;Yes;0,196;Q3;8;29;114;2182;29;112;0,29;75,24;22,86;0;Spain;Western Europe;"Seminario de Historia Constitucional "Martinez Marina"";"2011-2025";"History (Q2); Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
965;21100889702;"Asia Pacific Journal of Information Systems";journal;"22885404, 22886818";"Korean Society of Management Information Systems";Yes;No;0,195;Q3;12;40;131;2786;139;131;0,93;69,65;40,40;0;South Korea;Asiatic Region;"Korean Society of Management Information Systems";"2018-2025";"Information Systems and Management (Q3); Sociology and Political Science (Q3)";"Decision Sciences; Social Sciences"
966;18217;"Acta Oeconomica";journal;"00016373, 15882659";"Akademiai Kiado ZRt.";No;No;0,194;Q3;22;24;86;1452;73;85;0,47;60,50;37,93;1;Hungary;Eastern Europe;"Akademiai Kiado ZRt.";"1995-2000, 2002-2025";"Political Science and International Relations (Q3); Sociology and Political Science (Q3); Economics and Econometrics (Q4); Geography, Planning and Development (Q4)";"Economics, Econometrics and Finance; Social Sciences"
967;21100258911;"Izquierdas";journal;"07185049";"Ariadna Ediciones";Yes;Yes;0,194;Q3;13;79;233;3246;40;232;0,09;41,09;34,29;0;Chile;Latin America;"Ariadna Ediciones";"2013-2025";"History (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
968;21100199340;"Kajian Malaysia";journal;"01274082, 21804273";"Penerbit Universiti Sains Malaysia";Yes;No;0,194;Q3;17;33;92;1355;54;90;0,52;41,06;46,94;0;Malaysia;Asiatic Region;"Penerbit Universiti Sains Malaysia";"2011-2025";"Cultural Studies (Q2); History (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
969;5600152947;"Telos";journal;"1940459X, 00906514";"Telos Press Publishing";No;No;0,194;Q3;13;46;145;1404;25;123;0,18;30,52;17,39;0;United States;Northern America;"Telos Press Publishing";"2010-2025";"Cultural Studies (Q2); Philosophy (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
970;21101121575;"American Journal of Islam and Society";journal;"26903733, 26903741";"International Institute of Islamic Thought";Yes;Yes;0,193;Q3;5;11;49;558;33;40;0,61;50,73;11,11;0;United States;Northern America;"International Institute of Islamic Thought";"2010-2013, 2020-2025";"Cultural Studies (Q2); History (Q2); Philosophy (Q2); Religious Studies (Q2); Law (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
971;21100932832;"World Journal of Entrepreneurship, Management and Sustainable Development";journal;"20425961, 2042597X";"World Association for Sustainable Development";No;No;0,193;Q3;24;20;81;639;87;79;0,35;31,95;35,29;0;United Kingdom;Western Europe;"World Association for Sustainable Development";"2013, 2017-2025";"Cultural Studies (Q2); Demography (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Sociology and Political Science (Q3); Business and International Management (Q4); Strategy and Management (Q4); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
972;21101218124;"Coastal Studies and Society";journal;"26349817";"SAGE Publications Ltd";No;No;0,192;Q3;6;15;42;776;35;39;0,58;51,73;50,00;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"2022-2026";"Sociology and Political Science (Q3); Geography, Planning and Development (Q4)";"Social Sciences"
973;21101075355;"Journal of Southeast Asian Human Rights";journal;"25992147";"University of Jember";No;No;0,192;Q3;9;7;44;526;78;40;1,50;75,14;27,27;0;Indonesia;Asiatic Region;"University of Jember";"2019-2025";"Law (Q3); Sociology and Political Science (Q3)";"Social Sciences"
974;5600153207;"Politica y Sociedad";journal;"11308001, 19883129";"Universidad Complutense Madrid";Yes;Yes;0,192;Q3;19;48;165;2753;83;163;0,28;57,35;38,10;0;Spain;Western Europe;"Universidad Complutense Madrid";"2011-2025";"Sociology and Political Science (Q3)";"Social Sciences"
975;21100933962;"Age of Human Rights Journal";journal;"23409592";"Universidad de Jaen";Yes;Yes;0,191;Q3;7;14;83;1026;59;82;0,65;73,29;69,23;0;Spain;Western Europe;"Universidad de Jaen";"2013-2026";"Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Social Sciences"
976;21100945164;"Alternativas";journal;"19899971, 11330473";"University of Alicante - Department of Social Work and Social Services";Yes;Yes;0,191;Q3;5;12;53;661;34;53;0,82;55,08;53,85;0;Spain;Western Europe;"University of Alicante - Department of Social Work and Social Services";"2019-2025";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Health (social science) (Q4)";"Social Sciences"
977;21100268385;"Formation Emploi";journal;"21070946, 07596340";"Documentation Francaise";No;No;0,191;Q3;9;31;132;1216;29;112;0,22;39,23;64,29;0;France;Western Europe;"Documentation Francaise";"2012-2026";"Sociology and Political Science (Q3); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Social Sciences"
978;21100860693;"Iberoamerica (Russian Federation)";journal;"20759711, 20768400";"Institute of Latin American Studies, Russian Academy of Sciences";No;No;0,191;Q3;5;40;113;1160;17;113;0,09;29,00;51,92;0;Russian Federation;Eastern Europe;"Institute of Latin American Studies, Russian Academy of Sciences";"2017-2025";"Economics, Econometrics and Finance (miscellaneous) (Q3); Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3); Safety Research (Q4)";"Economics, Econometrics and Finance; Social Sciences"
979;21101046763;"MedieKultur";journal;"19019726";"Society of Media Researchers In Denmark";Yes;Yes;0,191;Q3;11;23;51;1136;83;46;1,60;49,39;63,04;1;Denmark;Western Europe;"Society of Media Researchers In Denmark";"2018-2025";"Arts and Humanities (miscellaneous) (Q2); Cultural Studies (Q2); Communication (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
980;21100894868;"Sociologia y Tecnociencia";journal;"19898487";"Universidad de Valladolid";Yes;Yes;0,191;Q3;7;20;65;868;55;64;0,91;43,40;43,59;0;Spain;Western Europe;"Universidad de Valladolid";"2018-2026";"Sociology and Political Science (Q3); Development (Q4); Health (social science) (Q4); Management of Technology and Innovation (Q4)";"Business, Management and Accounting; Social Sciences"
981;17653;"Comparative Sociology";journal;"15691322, 15691330";"Brill Academic Publishers";No;No;0,190;Q3;33;29;86;1938;72;86;0,87;66,83;32,00;0;Netherlands;Western Europe;"Brill Academic Publishers";"1970, 1976-1977, 1981, 1984, 1987, 1989, 1999-2025";"Sociology and Political Science (Q3)";"Social Sciences"
982;21100982470;"Contemporary Levant";journal;"20581831, 2058184X";"Taylor and Francis Ltd.";No;No;0,190;Q3;12;13;40;722;22;36;0,63;55,54;14,29;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2016-2026";"Cultural Studies (Q2); History (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
983;21100894867;"International Journal of Cuban Studies";journal;"17563461, 1756347X";"Pluto Journals";Yes;Yes;0,190;Q3;5;6;48;310;24;40;0,56;51,67;33,33;0;United Kingdom;Western Europe;"Pluto Journals";"2018-2026";"Cultural Studies (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Social Sciences"
984;5800207887;"Journal of Modern Greek Studies";journal;"10863265, 07381727";"Johns Hopkins University Press";No;No;0,190;Q3;19;15;38;884;21;38;0,24;58,93;50,00;0;United States;Northern America;"Johns Hopkins University Press";"2002-2025";"Cultural Studies (Q2); History (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
985;21101034376;"Journal of Time Use Research";journal;"26647958";"International Association for Time Use Research";No;No;0,190;Q3;4;0;9;0;7;9;0,33;0,00;0,00;0;Belgium;Western Europe;"International Association for Time Use Research";"2020-2024";"Economics, Econometrics and Finance (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Economics, Econometrics and Finance; Social Sciences"
986;21100874136;"Sozialer Fortschritt";journal;"18655386, 0038609X";"Duncker und Humblot GmbH";No;No;0,190;Q3;10;35;180;1090;44;159;0,22;31,14;47,27;2;Germany;Western Europe;"Duncker und Humblot GmbH";"2008-2025";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
987;21101090675;"Asia-Pacific Journal: Japan Focus";journal;"15574660";"Cambridge University Press";Yes;Yes;0,189;Q3;11;23;200;1100;78;185;0,35;47,83;41,38;0;United Kingdom;Western Europe;"Cambridge University Press";"2019-2026";"Cultural Studies (Q2); History (Q2); Anthropology (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
988;21100885611;"European Journal of Comparative Law and Governance";journal;"22134506, 22134514";"Brill Academic Publishers";No;No;0,188;Q3;11;31;50;3206;32;48;0,67;103,42;30,00;0;Netherlands;Western Europe;"Brill Academic Publishers";"2014-2026";"Law (Q3); Sociology and Political Science (Q3); Public Administration (Q4)";"Social Sciences"
989;28925;"Loisir et Societe";journal;"07053436, 17050154";"Routledge";No;No;0,188;Q3;30;30;103;1402;44;94;0,24;46,73;37,04;0;United Kingdom;Western Europe;"Routledge";"1978-2026";"Sociology and Political Science (Q3); Metals and Alloys (Q4)";"Materials Science; Social Sciences"
990;21101088439;"Canadian Journal of Nonprofit and Social Economy Research";journal;"19209355";"University of Alberta Library";Yes;Yes;0,187;Q3;14;22;78;807;42;68;0,58;36,68;52,83;0;Canada;Northern America;"University of Alberta Library";"2010-2025";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
991;16800154739;"Contributions to the History of Concepts";journal;"1874656X, 18079326";"Berghahn Journals";No;No;0,187;Q3;17;12;44;571;14;42;0,32;47,58;37,50;0;United Kingdom;Western Europe;"Berghahn Journals";"2005-2009, 2011-2025";"History (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
992;21101049052;"Jindal Global Law Review";journal;"09752498, 23644869";"Springer Science and Business Media B.V.";No;No;0,187;Q3;6;32;64;0;42;51;0,64;0,00;45,24;1;Germany;Western Europe;"Springer Science and Business Media B.V.";"2015-2025";"Law (Q3); Sociology and Political Science (Q3)";"Social Sciences"
993;21100227421;"Quinto Sol";journal;"03292665, 18512879";"Instituto de Estudios Sociohistoricos";Yes;Yes;0,187;Q3;8;32;95;887;16;91;0,17;27,72;55,88;0;Argentina;Latin America;"Instituto de Estudios Sociohistoricos";"2012-2025";"Cultural Studies (Q2); History (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
994;21100889415;"African Journal of Social Work";journal;"24095605";"National Association of Social Workers";Yes;Yes;0,186;Q3;15;27;108;508;95;108;0,81;18,81;50,00;0;Zimbabwe;Africa;"National Association of Social Workers";"2018-2025";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Education (Q4); Health (social science) (Q4)";"Social Sciences"
995;5600152973;"Analisis Politico";journal;"01214705";"Universidad Nacional de Colombia";Yes;No;0,186;Q3;14;26;70;1363;41;65;0,67;52,42;19,44;0;Colombia;Latin America;"Universidad Nacional de Colombia";"1996, 2007-2012, 2014-2025";"History (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
996;5600153156;"Eastern European Countryside";book series;"12328855";"Sciendo";Yes;No;0,186;Q3;13;0;8;0;8;8;0,00;0,00;0,00;0;Germany;Western Europe;"Sciendo";"2009-2022";"Sociology and Political Science (Q3); Geography, Planning and Development (Q4)";"Social Sciences"
997;5800159959;"Indonesia";journal;"00197289";"Cornell University";No;No;0,186;Q3;17;14;47;760;30;36;0,61;54,29;46,67;0;United States;Northern America;"Cornell University";"2011-2025";"Cultural Studies (Q2); History (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
998;21101121705;"Nuova Antologia Militare";journal;"27049795";"Gruppo editoriale Tab S.r.l.";Yes;Yes;0,186;Q3;3;75;229;3534;26;205;0,13;47,12;24,18;0;Italy;Western Europe;"Gruppo editoriale Tab S.r.l.";"2020-2025";"Arts and Humanities (miscellaneous) (Q2); History (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
999;21101144492;"Contributions to International Relations";book series;"27315061, 2731507X";"Springer Nature";No;No;0,185;Q3;5;20;431;2109;102;1;0,31;105,45;0,00;0;Switzerland;Western Europe;"Springer Nature";"2021-2026";"Political Science and International Relations (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
1000;21101076095;"Information and Media";journal;"27836207";"Vilnius University Press";Yes;Yes;0,185;Q3;6;14;58;628;37;58;0,60;44,86;65,52;0;Lithuania;Eastern Europe;"Vilnius University Press";"2021-2025";"Information Systems and Management (Q3); Library and Information Sciences (Q3); Media Technology (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3); Management of Technology and Innovation (Q4); Physics and Astronomy (miscellaneous) (Q4)";"Business, Management and Accounting; Decision Sciences; Engineering; Physics and Astronomy; Social Sciences"
